,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,NUM_BO,ANO_BO,DATA_REGISTRO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESC_PERIODO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,BAIRRO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_SECCIONAL_CIRCUNSCRICAO,NOME_MUNICIPIO_CIRCUNSCRICAO,RUBRICA,DESCR_CONDUTA,NATUREZA_APURADA,MES_ESTATISTICA,ANO_ESTATISTICA,CMD,BTL,CIA
475684,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,GJ4164,2025,2025-05-01,2025-04-30,20:30:00,,Via Pública,Via Pública,AREIÃO,AVENIDA LIMEIRA,722.0,-22.7040081,-47.6498321,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475686,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GY6594,2025,2025-05-13,2025-05-12,18:55:57,,Via Pública,Via Pública,SANTA ROSA,RUA MAURO LUÍS DE COIMBRA,706.0,-22.684057149,-47.6321992919999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475689,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HN1435,2025,2025-05-23,2025-05-23,09:00:59,,Saúde,Consultório Médico,MÁRIO DEDINI,RUA DOS TOPÁZIOS,210.0,-22.6819849,-47.6595303,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475690,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HP8970,2025,2025-05-26,2025-05-24,,De madrugada,Via Pública,Via Pública,VILA INDUSTRIAL,AVENIDA BRASÍLIA,0.0,-22.6829162179999,-47.6698821529999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475692,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HB8207,2025,2025-05-15,2025-05-15,09:00:49,,Rodovia/Estrada,Acostamento,GUAMIUM,GUAMIUM,0.0,-22.6678112,-47.6258384,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475693,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GP4389,2025,2025-05-06,2025-05-06,17:45:00.0000000,,Via Pública,Via Pública,Bosque dos Lenheiros,Rua das Sapucaias,380.0,-22.6711293,-47.6596797,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio (art. 121),,TENTATIVA DE HOMICÍDIO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475694,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GV4796,2025,2025-05-11,2025-05-11,03:15:00,,Via Pública,Via Pública,Vila Industrial,Avenida Cristóvão Colombo,2121.0,-22.682033,-47.673295,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio (art. 121),,TENTATIVA DE HOMICÍDIO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475695,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GN2585,2025,2025-05-05,2025-05-05,12:50:09,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS SAPUCÁIAS,280.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475696,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GP4844,2025,2025-05-07,2025-05-06,18:00:00,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS SAPUCÁIAS,100.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475697,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GQ1177,2025,2025-05-07,2025-05-07,09:50:00,,Via Pública,Via Pública,BOSQUE DOS LENHEIROS,RUA DAS OLIVEIRAS,0.0,-22.667838,-47.6571452,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475698,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GR1233,2025,2025-05-08,2025-05-07,17:30:02,,Via Pública,Via Pública,ALGODOAL,RUA POMPILHO RAFAEL FLORES,645.0,-22.6936676,-47.6665564,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475699,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GT8967,2025,2025-05-09,2025-05-09,14:00:00,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS SAPUCÁIAS,100.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475700,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HA5636,2025,2025-05-14,2025-05-14,14:30:14,,Via Pública,Via Pública,BOSQUE DOS LENHEIROS,RUA DAS MANGUEIRAS,185.0,-22.6716464,-47.6601218,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475701,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HD4716,2025,2025-05-16,2025-05-16,12:00:52,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS SAPUCÁIAS,236.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475703,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HI1969,2025,2025-05-20,2025-05-20,09:45:35,,Via Pública,Via Pública,MARIO DEDINI,RUA DOS CAJUEIROS,88.0,-22.671869498,-47.6606679769999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475704,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HJ4779,2025,2025-05-21,2025-05-20,23:20:00,,Via Pública,Via Pública,MARIO DEDINI,RUA AMBURANAS,373.0,-22.7344425,-47.6480315,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475705,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HK0800,2025,2025-05-21,2025-05-21,11:50:16,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS SAPUCÁIAS,256.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475706,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HN9148,2025,2025-05-24,2025-05-23,21:50:00,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS TARUMÃS,25.0,-22.6692855639999,-47.659247775,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475707,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HO4011,2025,2025-05-24,2025-05-24,09:56:00,,Estabelecimento Prisional,Cadeia/CDP/Presídio,AREIÃO,RODOVIA DEPUTADO LAÉRCIO CÔRTE,147.0,-22.682373,-47.5758354,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475709,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,2ªENTORPECENTES-DEIC-DEINTER 9,PIRACICABA,HQ2195,2025,2025-05-26,2025-05-26,10:10:00,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS TARUMÃS,398.0,-22.6692855639999,-47.659247775,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475710,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HT5523,2025,2025-05-28,2025-05-28,11:00:46,,Via Pública,Via Pública,MARIO DEDINI,RUA DOS PINHEIROS,53.0,-22.6679358829999,-47.6611471699999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475716,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,SECCOLD-DEIC-DEINTER 9,PIRACICABA,HW3845,2025,2025-05-30,2025-05-30,10:45:00,,Via Pública,Via Pública,ALGODOAL,RUA JOÃO RAIMUNDO DO NASCIMENTO,510.0,-22.6965342,-47.6702044,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475718,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,GM4259,2025,2025-05-05,2025-05-03,06:00:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,1865.0,-22.6704213,-47.7018036,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475732,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,HA2894,2025,2025-05-14,2025-04-24,,A noite,Via Pública,Via Pública,,RUA CORCOVADO,1230.0,-22.6707716,-47.6988358,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475733,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HB4655,2025,2025-05-15,2025-05-12,,Em hora incerta,Outros,Outros,ITAPERU,ESTRADA PROFESSOR MESSIAS JOSÉ BAPTISTA(RIP-175),2755.0,-22.6935575,-47.7475084,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475739,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,HM5173,2025,2025-05-23,2025-05-22,,Pela manhã,Via Pública,Via Pública,SANTA TEREZINHA,RUA JOÃO PEDRO CORRÊA,95.0,-22.6692712,-47.6832136,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475740,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HM6136,2025,2025-05-23,2025-05-23,04:07:00,,Via Pública,Via Pública,PARQUE SÃO MATHEUS,RUA EULÁLIO BARRIOS NOGUEIRA,371.0,-22.6850437,-47.6939275,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475741,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,HP8876,2025,2025-05-26,2025-05-22,,A noite,Via Pública,Via Pública,VALE DO SOL,RUA EPHIGÊNIA MIOTTO CESTA,35.0,-22.6806762,-47.6976068,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475747,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HU9311,2025,2025-05-29,2025-05-29,01:15:00,,Lazer e Recreação,Estádio/Ginásio,SANTA TEREZINHA,RUA NOSSA SENHORA DO CARMO,645.0,-22.681685456,-47.6817540389999,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento-Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475749,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GL8229,2025,2025-05-04,2025-05-04,11:05:00,,Via Pública,Via Pública,VILA SONIA,RUA CORCOVADO,2055.0,-22.674409688,-47.6900834809999,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475750,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,GX1600,2025,2025-05-12,2025-05-09,14:30:00,,Via Pública,Via Pública,,SP-304,170.0,-22.6547976,-47.7910004,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475751,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HO5925,2025,2025-05-24,2025-05-24,14:50:00,,Via Pública,Via Pública,SANTA TEREZINHA,AVENIDA EUCLIDES DE FIGUEIREDO,1313.0,-22.6751241,-47.7020771,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475752,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HR6615,2025,2025-05-27,2025-05-27,08:24:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,77.0,-22.6704213,-47.7018036,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475753,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HS1608,2025,2025-05-27,2025-05-20,17:45:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,228.0,-22.6704213,-47.7018036,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475754,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HT2146,2025,2025-05-28,2025-05-15,12:59:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,217.0,-22.6704213,-47.7018036,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475755,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GJ3095,2025,2025-05-01,2025-05-01,12:40:00,,Via Pública,Via Pública,SANTA TEREZINHA,AVENIDA ROMA,535.0,-22.6657474,-47.6876238,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475758,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GL4438,2025,2025-05-03,2025-05-03,19:20:00,,Comércio e Serviços,Armazém/Empório,SANTA TEREZINHA,RUA NOSSA SENHORA DO CARMO,121.0,-22.681685456,-47.6817540389999,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475760,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,PLANTÃO - DDM PIRACICABA,PIRACICABA,GW0032,2025,2025-05-12,2025-05-11,22:29:00,,Via Pública,Via Pública,AREA RURAL,RUA CORCOVADO,3548.0,-22.6602998,-47.7138502,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475762,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HD1084,2025,2025-05-16,2025-05-11,,A noite,Via Pública,Via Pública,PARQUE ORLANDA I,RUA CORCOVADO,487.0,-22.659867,-47.7141318,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475768,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DDM PIRACICABA,PIRACICABA,HW3182,2025,2025-05-30,2025-05-30,09:20:00,,Via Pública,Transeunte,SANTA TEREZINHA,AVENIDA EUCLIDES DE FIGUEIREDO,956.0,-22.6722842,-47.6951395,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475769,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HW6959,2025,2025-05-30,2025-05-29,11:00:00,,Comércio e Serviços,Mercado,SANTA TEREZINHA,RUA RICARDO MELOTTO,578.0,-22.6775284,-47.6855875,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475770,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HF9585,2025,2025-05-19,2025-05-19,01:20:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,1405.0,-22.6704213,-47.7018036,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16),,PORTE DE ARMA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475771,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,GT2651,2025,2025-05-09,2025-05-08,19:00:00,,Via Pública,Via Pública,SANTA TEREZINHA,RUA DUMIT ANTONIO,305.0,-22.6736003,-47.6935691,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475772,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,GY9244,2025,2025-05-13,2025-04-29,23:37:00,,Via Pública,Via Pública,SANTA TEREZINHA,AVENIDA ROMA,100.0,-22.6657474,-47.6876238,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475773,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,GY9961,2025,2025-05-13,2025-05-08,22:48:00,,Via Pública,Via Pública,VILA SONIA,RUA BRIGADEIRO EDUARDO GOMES,563.0,-22.669119058,-47.6926227559999,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475775,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HA2367,2025,2025-05-14,2025-05-14,12:00:00,,Via Pública,Via Pública,VALE DO SOL,AVENIDA AURELIANO FERNANDES DE ARAÚJO NETO,331.0,-22.6814743,-47.7256424,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475776,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HA9851,2025,2025-05-14,2025-05-14,18:00:00,,Via Pública,Via Pública,VILA SÔNIA,RUA MURICI,1.0,-22.6710401,-47.7032935,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475780,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HJ8554,2025,2025-05-21,2025-05-21,09:20:54,,Via Pública,Via Pública,VILA SÔNIA,RUA MARCELO NOGUEIRA DE LIMA,227.0,-22.6733217,-47.6984716,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475781,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HL6912,2025,2025-05-22,2025-05-22,10:50:16,,Via Pública,Via Pública,VILA SONIA,RUA MURICI,251.0,-22.6719761919999,-47.702559932,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475782,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,HL7746,2025,2025-05-22,2025-05-22,13:30:54,,Via Pública,Via Pública,SANTA TEREZINHA,RUA CORCOVADO,3600.0,-22.676395365,-47.685150584,05º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
